number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
575067,"[Hot Fix] As an OMB Administrator, I want all VIP Project Records to be copied with a new Project ID","Copying Project Records with new Project ID; deadline is Friday, August 25th",1 - Critical,Done,1 pt,"Prerequisites:
-Test if the EPS Admin console is locked for FY17 after creating FY18 structure (Dev Team)
-PY values for Investment, Congressional Program, and Congressional Project are added into each EPS record (Dev Team)
-New investment records added into the VIP Dashboard (VA)
-Copy FY17 structure to FY18 structure (VA)
-Multi-copy EPS records that will go into FY18 (VA)

Acceptance Criteria:
-If a project that has an EPS code, in which the same EPS code was copied FY17 to FY18, pull out all associated project data, including all children Risks, Contracts, and Builds, then transfer/copy all of those data onto a new Project ID
-New Project ID will include replacing first number of the Project ID with the letter ""A"" (limited to 10 characters)
 ","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000004,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
587331,"CLIN Documents (BP Sprint 4)","CLIN Documents (BP Sprint 4)",3 - Medium,Done,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000004,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
558572,"As a member of the ATO group, I want fields added to the VIP projects so that the system name that each project is associated within RV is displayed","""Is it possible to get a field built in the VIP DB to get the system name that each project is associated with in RV? We are having issues with being able to figure out which of the projects in development are using which system ATO."" (Ruchika Croall, 07/03)",3 - Medium,Done,3 pts,"Acceptance Criteria:

-Add new section in VIP Project Phase called ""ATO Information"" for new fields provided below. This section will be placed in between ""Cost"" and ""Contract & Onboarding"" sections in the Project Phase

-Add new drop-down field titled ""RiskVision System Name"" to Project Phase
-This field should be marked as required and revisable; this is not OMBR
-This should have smart search enabled

-Add new drop-down field titled ""Cloud Name"" to Project Phase
-This should be marked as required and revisable; this is not OMBR
-This should have smart search enabled

-Drop down options should be placed in alphabetical order

Note: Two separate Excel spreadsheets attached to this user story contain all drop-down options for the ""RiskVision System Name"" field, including both EO and HQ system names

Note: One email attached to this user story contains all drop-down options for the ""Cloud Name"" field ","1. Rothman, Daniel R. (Government CIO) - Sep 14, 2017, 9:46 AM
Added: attachment 82455 (RiskVision EO Systems Names.xls), attachment 82456 (RiskVision HQ Systems Names.xls), attachment 82457 (ATO_Cloud Field Drop Down Options.msg)",Minor,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000004,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
575587,"As an EPS user, I want to change the EPS code when copying a record to the current FY","The Â“Source EPS CodeÂ” is used to trace/reference a projectÂ’'s current EPS code to the old ones, i.e. history of the project.  Reasons for an EPS code change include change in the organizational pillar,  investment, or congressional project.  When assigning a new EPS code, this data element is selected by choosing the old code from the drop-down list.

UAT Notes: Unable to change the EPS code when copying a record to next FY. EPS users are also unable to edit an EPS Code within the same FY. If an EPS Code changes we should be able to change the code within the existing record. Then the old code will be in the new record under Source EPS Codes.",2 - High,Done,2 pts,"Acceptance Criteria:

Within the same Fiscal Year (via button within a single record)
-When projects get moved from one portfolio to another within the same FY, we need to have a way to keep the Source Code history.
-We need the ability to copy the record and have the ability to change the code by manually selecting each EPS Code level from the Sub-Org level through the Program level. The system will then automatically generate the next available 3 digit project code.
-The new EPS Code will source back to the original FY EPS record.
-All data will remain in the copied record. If possible, the original FY EPS record should automatically change from Approved â€œ""Yes""â€? to Approved â€œ""No"" as well as zeroing out all funding in original record only.

Additional Acceptance Criteria:
-Within the same Fiscal Year, if a VIP project is associated to an EPS record, the VIP project should be re-associated with the newly created EPS record and the VIP project will need to reflect the newest code
-When copying an EPS record from last Fiscal Year to current Fiscal Year, always re-point the VIP Project (if it exists) to the new EPS record
-When copying an EPS record from current Fiscal Year to next Fiscal Year, hold off on re-pointing the project (if it exists) to the next Fiscal Year EPS record until after September 30th
-Add an administrative function in the EPS Admin Console to â€œcatch upâ€? the projects that are attached to last year after September 30
-Source EPS Records, if they exist, will be displayed as links to other EPS records when viewing/editing an EPS record
-They will also be usable for reporting (e.g. for EPS History report)
-Moving a VIP Lifecycle Project record from an existing EPS record to a new EPS record will require the new EPS record to be populated with all of the Source EPS Records in the existing EPS record
 ","1. Rothman, Daniel R. (Government CIO) - Aug 17, 2017, 1:40 PM
Copied from work item 557179.",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000004,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
565943,"CLIN Documentation (BP Sprint 3)","CLIN documentation for Sprint 3",4 - Low,Done,3 pts,"","",Minor,Unassigned,"Ngo, Quoc A. (Grant Thornton LLP)",rtcSprint00000003,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
575592,"As an auditor, I want to audit the VIP Dashboard SharePoint groups so that I can see who was added or removed from each group","Analysis of SharePoint audit features for SharePoint security groups",3 - Medium,Done,3 pts,"Acceptance Criteria:

-Ability to track who is in each SharePoint group and when they are added or removed
-Time stamp for when users when they are added or removed","",Minor,Unassigned,"Ngo, Quoc A. (Grant Thornton LLP)",rtcSprint00000003,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
575376,"As an Investment Administrator, I want to edit the investment name and UII of an existing investment record if the record has not been reported to OMB","As an Investment Administrator, I want to edit the investment name and UII of an existing investment record if the record has not been reported to OMB",2 - High,Done,2 pts,"Acceptance Criteria:
-Limited to VBO Oversight and Investment Administrator SharePoint groups
-If investment record is ""Is OMBR?"" = No and has never been submitted to OMB, investment and UII should be editable
-Once investment record is moved ""Is OMBR?"" = Yes, investment and UII fields are permanently locked","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000003,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
576312,"[Hot Fix] - Copy data into EPS PY fields","For EPS records, pre-populate the current investments, congressional programs and congressional projects into the new PY data fields",1 - Critical,New,0 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000003,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
577259,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 3]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 3]",2 - High,Done,5 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000003,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
583218,"[Hot Fix] As an EPS user, I want the ability to copy EPS records into the next Fiscal Year without changing the codes","Implement the original functionality to copy EPS records into the next Fiscal Year",1 - Critical,Done,0 pts,"Acceptance Criteria:

-Users can use Multi-Copy functionality to Bulk Copy records into next Fiscal Year
-All information for the EPS record is carried into the next fiscal year except for funding","",Moderate,Unassigned,"Unassigned",rtcSprint00000003,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
558674,"As an OMB Administrator, I want the Risk Category drop-down options updated to accommodate changes for the OMB 300B submission (Major Business Case Details)","Mock up or wireframe design of where items listed in #3 should be displayed


Reported by Lac Nguyen

Looks like the VIP Dashboard will have to accommodate these changes for 300B (Major Business Case Details):

1. Investment Risk:  add an additional category â€“ Records Management

2. Projectsâ€™ SDLC Methodology drop-down menu:  updated from 7 options to 3 options

3. Investmentsâ€™ Operational Date of [Last] Analysis, and Analysis Results:  add an additional, accompanying field called â€˜Analysis Conclusionâ€™.  Users will choose input for this field from a drop-down menu with 5 options.

*Note:  Date of [Last] Analysis and Analysis Results were OMB-required fields from the FY18 guidance, but are currently absent from the VIP Dashboard.",2 - High,Done,3 pts,"Acceptance Criteria:

-For investment risks, add a new risk category option called ""Records Management""


 ","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000002,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
558627,"As an EPS administrator, I want to have field names updated for EPS records as a result of the investment restructure (Help Desk Ticket #1642)","""Due to the upcoming restructure, we need to be able to track the old alignment in the EPMO EPS. Please rename the following data fields in the EPS.
â€¢ ""Budget Manager"" to ""PY Investment""
â€¢ ""Project Planner"" to ""PY Congressional Program""
â€¢ ""Health Systems"" to ""PY Congressional Project"""" (Shannon Langiotti)",2 - High,Done,3 pts,"Acceptance Criteria:
-Change field name ""Budget Manager"" to ""PY Investment""
-Change field name ""Project Planner"" to ""PY Congressional Program""
-Change field name ""Health Systems"" to ""PY Congressional Project""
-Open form text fields should remain the same
-Field name updates should be reflected in Multi-Copy pop-up
 ","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000002,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
570286,"Adding code to RTC from TFS","Adding code to RTC from TFS
",3 - Medium,New,0 pts,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000002,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
565994,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 2]","Sprint 2 User Story.",2 - High,Done,5 pts,"Acceptance Criteria:
-Resolve technical Help Desk tickets based on priority","1. Rothman, Daniel R. (Government CIO) - Jul 31, 2017, 11:05 AM
Copied from work item 554395.",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000002,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
566208,"As an OMB Administrator, I want the SDLC methodology options changed accommodate changes for the OMB 300B submission (Major Business Case Details)","As an OMB Administrator, I want the VIP Project records to accommodate changes for the OMB 300B submission (Major Business Case Details)",2 - High,Done,3 pts,"Acceptance Criteria:

-Project's SDLC Methodology (Initiation Phase) - update options to:
1. Waterfall
2. Iterative: Incremental, Spiral, Agile
3. Not Primarily a Software Development Project

-Default value for SDLC methodology for all VIP projects should be ""Iterative: Incremental, Spiral, Agile""

-""Other software development method"" field should be removed (previously displayed when selecting ""Other"" for SDLC)

 ","1. Rothman, Daniel R. (Government CIO) - Jul 31, 2017, 1:23 PM
Copied from work item 558674.",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000002,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
